model,family,colsample_bytree,learning_rate,max_depth,min_child_weight,n_estimators,reg_lambda,subsample,test_accuracy_mean,test_accuracy_std,train_accuracy_mean,train_accuracy_std,test_balanced_accuracy_mean,test_balanced_accuracy_std,train_balanced_accuracy_mean,train_balanced_accuracy_std,test_precision_mean,test_precision_std,train_precision_mean,train_precision_std,test_recall_mean,test_recall_std,train_recall_mean,train_recall_std,test_f1_mean,test_f1_std,train_f1_mean,train_f1_std,test_roc_auc_mean,test_roc_auc_std,train_roc_auc_mean,train_roc_auc_std,test_pr_auc_mean,test_pr_auc_std,train_pr_auc_mean,train_pr_auc_std,fit_time_mean,score_time_mean
XGBoost trees=200 lr=0.1 depth=4 child=5 sub=1.0 col=0.8,XGBoost,0.8,0.1,4,5,200,1.0,1.0,0.7980141875268911,0.013815068485683769,0.8501067844971117,0.0039216721042756204,0.7078498933028138,0.01735462490762552,0.7786079588594756,0.006570679851200536,0.6513738257323025,0.035584374582730824,0.7661491611667437,0.007470962388794135,0.5157190635451505,0.028173163463080502,0.6262541806020067,0.012724422996486143,0.5753390358261913,0.02810299540500611,0.6891254994093373,0.009713895790003256,0.8424543168085202,0.01043323056389803,0.9136103467272825,0.0026558582705659365,0.658342991556258,0.01535570113165041,0.7980986473776654,0.004831037359526391,0.1627274990081787,0.052836370468139646
XGBoost trees=200 lr=0.1 depth=4 child=1 sub=1.0 col=0.8,XGBoost,0.8,0.1,4,1,200,1.0,1.0,0.7987245094964389,0.014301449058880734,0.8562746621690127,0.004770082143741319,0.7094017992708913,0.018840571573806947,0.7875594205536066,0.007427554505134151,0.6524010128132269,0.037697546455517074,0.7781599987116483,0.009700387238312019,0.5190635451505016,0.03279638975821071,0.6411371237458193,0.013773418248812048,0.5776545856150643,0.0304958778219048,0.7029819119288531,0.011102465124983038,0.8424804770435914,0.00982485848069676,0.9246097580752288,0.0037057229116019058,0.657319154953588,0.01582162119149998,0.8168081682593705,0.008163056914880056,0.17926387786865233,0.058335733413696286
XGBoost trees=200 lr=0.1 depth=4 child=1 sub=1.0 col=1.0,XGBoost,1.0,0.1,4,1,200,1.0,1.0,0.7999675335421064,0.013701010347206666,0.8575172328797814,0.00423246390119541,0.7106748524011024,0.01642430689657947,0.7907017576570154,0.007212812258523638,0.6560734558642232,0.037956909494794,0.7777530428155064,0.008527069721462091,0.5204013377926422,0.02688929932072477,0.6483277591973244,0.014390989949130534,0.5799715530543895,0.026729258514535507,0.7070925520098041,0.010432384478897092,0.841396270811871,0.009886890842302428,0.9257006632833665,0.0023057062232413267,0.6566911976793838,0.01802525795888296,0.818976706053616,0.0048288750075505225,0.1839280128479004,0.06900100708007813
XGBoost trees=200 lr=0.1 depth=4 child=1 sub=0.8 col=1.0,XGBoost,1.0,0.1,4,1,200,1.0,0.8,0.7957063897456427,0.009675142466656718,0.8629749660835191,0.0036971858229508637,0.7064929360576276,0.013583481475803643,0.7984222096014311,0.00573162281087839,0.6438554904256965,0.025425099614025715,0.7885604857392787,0.008619539275015917,0.5163879598662208,0.026300472577040115,0.6608695652173913,0.011150222794762315,0.5727378864183263,0.02156722597999294,0.7190373119209917,0.008386116560437258,0.8401412740609349,0.008978854016224848,0.9324111474735044,0.0005995308222982521,0.6563070523762728,0.020257468603693603,0.8331687562137329,0.001817517761767219,0.1984485626220703,0.06010866165161133
XGBoost trees=100 lr=0.03 depth=2 child=5 sub=0.8 col=0.8,XGBoost,0.8,0.03,2,5,100,1.0,0.8,0.798722775850629,0.006133862533203389,0.8012957759289552,0.0037447533884457707,0.6822665075083454,0.006334031163869124,0.6857268230309181,0.008669130000645961,0.6932962829520206,0.023014544274675468,0.7000916727964708,0.007408220820347322,0.43411371237458196,0.010232146181122637,0.43946488294314384,0.01987505856140605,0.533745505558398,0.01150464592636111,0.5397157237037387,0.01537456932443778,0.8452857171827395,0.01022500662761025,0.8520043816710686,0.0028015630720109393,0.6560471535998076,0.015350479569058731,0.6702132454413818,0.005322375280508519,0.10986089706420898,0.053585386276245116
XGBoost trees=100 lr=0.03 depth=2 child=1 sub=0.8 col=0.8,XGBoost,0.8,0.03,2,1,100,1.0,0.8,0.798722775850629,0.006133862533203389,0.8012957759289552,0.0037447533884457707,0.6822665075083454,0.006334031163869124,0.6857268230309181,0.008669130000645961,0.6932962829520206,0.023014544274675468,0.7000916727964708,0.007408220820347322,0.43411371237458196,0.010232146181122637,0.43946488294314384,0.01987505856140605,0.533745505558398,0.01150464592636111,0.5397157237037387,0.01537456932443778,0.845284909336941,0.010225447643613142,0.852014028242899,0.002807013638510032,0.6560275107414009,0.015365572816623587,0.6702121601773199,0.0053221627172797825,0.11271286010742188,0.04901013374328613
XGBoost trees=200 lr=0.1 depth=4 child=5 sub=1.0 col=1.0,XGBoost,1.0,0.1,4,5,200,1.0,1.0,0.8013859710228983,0.012416679216851046,0.8520592043649344,0.004311641801628693,0.711000010334956,0.01585663159841821,0.7820197581319926,0.00806978571854747,0.6612797448483351,0.034444098662248235,0.7687103379851502,0.0049738289771449114,0.5183946488294314,0.02877031861887164,0.6327759197324415,0.016121303351163928,0.5806228710118901,0.025605818230756215,0.6940837006702132,0.011559535574274884,0.8411867413026315,0.010873162840316971,0.9155765116239302,0.002171486543979348,0.6552195924798953,0.01807382594077333,0.8016383210282237,0.00408483899693934,0.18227086067199708,0.048891210556030275
XGBoost trees=200 lr=0.1 depth=4 child=1 sub=0.8 col=0.8,XGBoost,0.8,0.1,4,1,200,1.0,0.8,0.7987235638714518,0.011778553603973115,0.8636404201371464,0.003758257205387674,0.7074790144226556,0.016034591380732814,0.7984477850820115,0.006695142976665788,0.655047133196744,0.033110610586550855,0.7920307435939374,0.011066807833971732,0.5130434782608695,0.031416772082454504,0.6595317725752509,0.015266010757227033,0.5747177292753827,0.025715935089399043,0.7195745708257073,0.009104915135378474,0.8402487571140981,0.010006187554028274,0.9308817151535422,0.0004414950751815951,0.6551345913692679,0.020740145206253995,0.8302953898515518,0.001088991198763223,0.20330276489257812,0.05348634719848633
XGBoost trees=100 lr=0.03 depth=2 child=1 sub=0.8 col=1.0,XGBoost,1.0,0.03,2,1,100,1.0,0.8,0.7985448407488718,0.006887190656432049,0.8030706941326997,0.0024124314356172194,0.6827861760528288,0.009371028211549995,0.6903531370606698,0.007569745346671923,0.6910171776204369,0.022623149278940748,0.7008534207835264,0.0055104310391297096,0.4361204013377926,0.01713210498309791,0.45016722408026755,0.01901213510349963,0.5345596860174463,0.017005225842069198,0.5479209402467697,0.013204756067049132,0.8449361915132585,0.010305564321961417,0.85232280858847,0.002925308609295668,0.6547959285714011,0.014997541764790335,0.6708912640592332,0.006041400077842226,0.09292659759521485,0.05160951614379883
XGBoost trees=100 lr=0.03 depth=2 child=5 sub=0.8 col=1.0,XGBoost,1.0,0.03,2,5,100,1.0,0.8,0.7987223030381354,0.006593775869577938,0.803159444964739,0.0024153713040537613,0.6831206242133638,0.008735022255197821,0.6905737708252875,0.007569884109043303,0.6913854361141409,0.022144753162073465,0.7009042837586714,0.005513132010673451,0.4367892976588629,0.015913548165043895,0.4506688963210702,0.019007722058037226,0.5351799449454808,0.015824612835209972,0.5483085697028752,0.013212237500388347,0.8449030698355244,0.010324752470912045,0.8522892223567038,0.002904455637863502,0.654708193683493,0.015069175287196136,0.6707315993798166,0.00596631885278873,0.11235918998718261,0.052669858932495116
XGBoost trees=200 lr=0.1 depth=4 child=5 sub=0.8 col=1.0,XGBoost,1.0,0.1,4,5,200,1.0,0.8,0.7992557931350778,0.010145310116176432,0.8561856750880864,0.0020868186484500296,0.7121136692373746,0.01358655723919515,0.787926183888014,0.003691375051858685,0.6510206750533595,0.02656662038383716,0.7770261953463062,0.006473724229420415,0.5264214046822743,0.025347552269560408,0.6424749163879598,0.008601887056596464,0.5817574624717734,0.02160806688146257,0.7033190369388306,0.005085625472036666,0.840636991491596,0.009844238171379567,0.9198536106251959,0.0011005880050271206,0.6547052415344219,0.018276576689129936,0.8111357613842941,0.0031064186287202374,0.2025527000427246,0.06074357032775879
XGBoost trees=200 lr=0.1 depth=4 child=5 sub=0.8 col=0.8,XGBoost,0.8,0.1,4,5,200,1.0,0.8,0.8004992899932388,0.010934524397384402,0.8556089521790909,0.002276433421908399,0.7112508464553573,0.012199408147426455,0.7876404182268693,0.0045615040227131925,0.6577078762990922,0.033070278964633326,0.774784893839102,0.006700896593802503,0.5210702341137124,0.022124194526476543,0.6428093645484949,0.010829615290095096,0.5809314477497078,0.019702617607066087,0.7025738514468678,0.0061589439902880756,0.8401359473582278,0.008895985982716854,0.9182950020734262,0.0010015959199766672,0.6544104035414922,0.01786122014035062,0.8078766605908433,0.0021502182496751735,0.1950822353363037,0.06027035713195801
XGBoost trees=100 lr=0.03 depth=2 child=5 sub=1.0 col=0.8,XGBoost,0.8,0.03,2,5,100,1.0,1.0,0.7965927555669732,0.006909113524628806,0.8005857791163464,0.0033395952131564524,0.6763297605840058,0.006767908394317394,0.6817718281886634,0.008106268657956906,0.6931820831995944,0.02691677842103611,0.7041711656470607,0.006479570125407168,0.42006688963210703,0.008873912482556248,0.42859531772575254,0.018819954011850725,0.5229727188929817,0.012380136165310541,0.5326148264174752,0.014705433744001347,0.8444765448370731,0.010191026232833224,0.8513965265207188,0.0030108451274645223,0.6525410739462879,0.016759164808107484,0.6675315388123305,0.006721023732890237,0.10106472969055176,0.05319943428039551
XGBoost trees=100 lr=0.03 depth=2 child=1 sub=1.0 col=0.8,XGBoost,0.8,0.03,2,1,100,1.0,1.0,0.7967703754604012,0.007009674132341119,0.8005858283348648,0.003856730489586921,0.6775189095992419,0.006582956063871177,0.6822525609431576,0.00917771467967817,0.6922552324357871,0.028799785605530696,0.7031960756671575,0.007980027656790047,0.4234113712374582,0.011312063227617224,0.43010033444816054,0.02126837872319016,0.5251391962777883,0.012072976294514657,0.5334269610982012,0.016528670908601537,0.8443908614099799,0.010216134098142454,0.8514528993229481,0.0029569466773807273,0.6525384467116458,0.016216691940556804,0.6675258426933657,0.006608670460259944,0.12079262733459473,0.056809425354003906
XGBoost trees=100 lr=0.03 depth=2 child=5 sub=1.0 col=1.0,XGBoost,1.0,0.03,2,5,100,1.0,1.0,0.7978348339876533,0.007099707859759721,0.8020944645113811,0.0032676122281146878,0.6818754417631974,0.009101320728305093,0.6873386226457511,0.008679283012972092,0.6892238511572801,0.02524530121296434,0.7013568733397536,0.005648096679715785,0.43478260869565216,0.01731395198066191,0.44280936454849495,0.020675010730929835,0.5329256574920491,0.016661554961621337,0.5425711424106944,0.01518461291212715,0.8439440523510647,0.01034630360133127,0.8515768625333212,0.003051211726548869,0.6517601792337734,0.01686317400305652,0.6675993831471349,0.006336336452770764,0.11739892959594726,0.05672540664672852
XGBoost trees=100 lr=0.03 depth=2 child=1 sub=1.0 col=1.0,XGBoost,1.0,0.03,2,1,100,1.0,1.0,0.7978348339876533,0.007099707859759721,0.8020944645113811,0.0032676122281146878,0.6818754417631974,0.009101320728305093,0.6873386226457511,0.008679283012972092,0.6892238511572801,0.02524530121296434,0.7013568733397536,0.005648096679715785,0.43478260869565216,0.01731395198066191,0.44280936454849495,0.020675010730929835,0.5329256574920491,0.016661554961621337,0.5425711424106944,0.01518461291212715,0.8439294935435928,0.010333416309289233,0.8515900405179074,0.0030367848202936397,0.6516327998432911,0.016830043569531467,0.667635972156489,0.006340072917243698,0.09870676994323731,0.05009903907775879
